App695,acr.browser.lightning,Not sure about this _  but first of all _  when updating adblock is it normal to be redirected to malwarebites page to download some browser extention? I was infected with some payload and I think it was from downloading adblock list but I'm not 100% sure... I would like to know if dowloading adblock list could be security issue ???? How safe is this browser? Give 1* for now but not sure Also exporting bookmarks _  deleting data and importing boolmarks inverse URL and description in the bookmark!,1,04/20/2020,1
App695,acr.browser.lightning,Its a good browser _  light _  fast _  have an editeble ad-block host _  a black theme _  still using a lot of ram though _  without any bloatware and fuss using it. But the bookmark have a problem. When you've try to click the bookmark that has been exported from other phone _  error pop up mentioning that 'This file doesn't exist anymore'. All my bookmark have gone _  useless _  dysfunction and err. Please fix this _  because almost 200 of my bookmark have gone just like that... Thank you,3,04/21/2020,1
App695,acr.browser.lightning,Just what I was looking for: A fast browser with Ad Block AND great Reader Mode. No more garbage _  just pure info. Wish I could "Share To" it. Otherwise _  perfect!,5,03/24/2020,7
App695,acr.browser.lightning,Love this thing. I purchased the Pro version a long ways back _  and it has been fun to watch Lightning grow and mature. I highly recommend this browser.,5,12/20/2019,1
App695,acr.browser.lightning,Been using this app for a very looong time. Tried many and stopped at this one. Hands down the best browser. Buy the pro version.,5,03/25/2020,0
App695,acr.browser.lightning,There is a text entry bug in the address/search bar. If your text extends past the width of the field it will crash the keyboard and clear the text you entered. Considering it hasn't been updated for over a year _  and things aren't really moving on github _  I can only recommend this browser if you have really short search queries.,2,10/17/2018,10
App695,acr.browser.lightning,Lightning + is my new default browser for my Android TV box. (The free version does not have ad-blocking.) Unlike Chrome and most Android browsers _  Lightning page navigation is mouse-friendly. Lightning's extra mouse-drag.content navigation is easier and faster than Chrome's remote control arrow-down and page-down mouse navigation. I tested dozens of Android browsers. Lightning is the one with the best balance of features. Lightning is feature-rich like Chrome without the bloat _  mouse-friendly like Firefox _  and _  best of all _  it has options to offload certain links to external apps like YouTube that are better able to render content. I also like READER MODE with independent font size and dark mode flexibility. Old versions of Lightning were fast but feature-poor. The new Lightning has both speed and great features.,5,05/28/2019,12
App695,acr.browser.lightning,I don't know what to think now. AR has been adding commits on github semi regularly _  even giving Lightning a new icon. So _  it must not be dead. But maybe wants it to be 100% perfect before an update? Or just super busy? I sometimes try another browser but tbh _  nothing is as easy and intuitive to use as this.,4,01/02/2019,9
App695,acr.browser.lightning,only thing missing is a way to open links in new tabs..and I'm pretty sure it did that before..other then that _  lbp is the best android browser I've ever used..worth every penny,5,01/27/2020,1
App695,acr.browser.lightning,Although having quite some very useful unique features _  this browser seems to be abondonware _  at least the version here on Play store. Recently it also started to crash with sites other browsers don't have issues with. I therefore find myself using other browsers more and more... Finding hard to recommend supporting this browser to anyone by buying this plus version.,3,05/30/2019,4
App695,acr.browser.lightning,This browser has been working amazingly. It's fast and intuitively great. I still get some ads even though I've disabled them _  I don't get them with the Dolphin Zero browser but I'll still tinker with settings to see if I can get rid of them.,4,01/09/2019,1
App695,acr.browser.lightning,Long time user _  the latest version keeps locking up and crashing. on a Oneplus 6T with Android 10.,2,12/28/2019,5
App695,acr.browser.lightning,Hi _  thanks for the update _  it's much appreciated. However the new icon is ugly as sin _  can you please change it back? The old icon was so beautiful. Or at least change the garish orange to yellow to fit the old color palette,4,09/06/2019,2
App695,acr.browser.lightning,Great to see the return of my favorite browser. Unfortunately downloading files/images seems to be broken. Hoping it's fixed soon. 5 Stars.,4,09/21/2019,0
App695,acr.browser.lightning,Sometime simplicity is often the hardest thing to accomplish. So by keeping this browser so clean and simple _  you have done a good job.,5,10/19/2019,6
App695,acr.browser.lightning,Great basic browser. No updates for the past 2 years. Looks like the developer abandoned this one.,2,08/20/2019,3
App695,acr.browser.lightning,A very good lightweight browser _  but adblocking isn't 100% perfect (see independant.co.uk website as an example). refund requested.,3,03/03/2019,1
App695,acr.browser.lightning,An incredible browser that fully meets my needs. Finally _  I can set the type size and it holds for most sites I enjoy. Well Done _  Anthony!,5,09/08/2019,4
App695,acr.browser.lightning,I tried alot of alternative browsers but keep reinstalling lightning. Finally bought the paid version.,4,08/09/2019,0
App695,acr.browser.lightning,Long press to download doesn't work on this browser. Be advised.,1,10/10/2018,2
App695,acr.browser.lightning,Dev abandoned browser _ . no update in almost 3-years. Such a shame,1,07/16/2019,1
App695,acr.browser.lightning,Paid for Lightning. Was my go to. Now _  seems like deserted app that I no longer know! About to give up on browser _  altogether! But _  where does one go? Shame to developer!,2,05/11/2019,2
App695,acr.browser.lightning,Ad block doesn't work. Hasn't been updated in years.,1,07/24/2019,0
App695,acr.browser.lightning,Been using this browser for more than 2 years now _  it had been abandoned but now it's BACK & READY TO CONQUER 💪,5,10/02/2019,2
App695,acr.browser.lightning,Decided to give Lightning a go again. It will not sign in to twitter. Twitter send me a code via text but Lightning will not bring up a page to enter the code.,2,11/11/2018,4
App695,acr.browser.lightning,Great features _  fantastic UX _  and finally getting updates again! Yay!,5,09/05/2019,0
App695,acr.browser.lightning,Thanks for the build update _  glad this awesome browser wasn't abandoned,5,10/30/2019,1
App695,acr.browser.lightning,1. Print option doesn't work as chrome.,4,10/09/2019,0
App695,acr.browser.lightning,Secure and fast browser _  great work _  keep it up,5,10/17/2019,0
App695,acr.browser.lightning,Best web browser and I've tried them all.,5,11/25/2019,0
App695,acr.browser.lightning,Do not purchase!!! Dude loves to keep charging your credit card 😡,1,02/03/2020,3
App695,acr.browser.lightning,Happy using this. Would like it if the navigation panel also followed the theme.,5,09/12/2019,0
App695,acr.browser.lightning,first try to fix the bugs.....then think abt implementing new things,1,10/02/2019,2
App695,acr.browser.lightning,Export-import bookmarks problem.,1,11/11/2019,0
App695,acr.browser.lightning,Why does pressing back on setting close settings completely...? Why.,1,10/29/2019,1
App695,acr.browser.lightning,needs a forward button or command,4,03/05/2019,0
App695,acr.browser.lightning,Used to be better _  please fix this.,1,10/09/2019,0
App695,acr.browser.lightning,A dark mode would make it the best browser,4,04/16/2020,0
App695,acr.browser.lightning,adblock doesnt work requesting refund,1,04/17/2019,1
App695,acr.browser.lightning,pay for tor protection and i didn't find it waste of time and money.,1,03/24/2019,2
App695,acr.browser.lightning,good speed browser,5,06/04/2019,0
App695,acr.browser.lightning,Is this app still supported by dev?,5,09/29/2018,2
App695,acr.browser.lightning,Great browser very fast. Can you please add force enable zoom websites like espn and and a few others dont zoom. Very annoying to keep changing the text size. Thanks.,5,11/02/2019,1
App695,acr.browser.lightning,UPDATE: please add SNI support. I really love it. I have a couple of suggestions. Please 1) add a true full screen mode (hiding the bottom android bar) _  and 2) make web page background color customisable like in uc browser - it's vital for reading.,5,04/03/2020,1
