1,App17, Spanish translation , 2020-05-29,1,54,0
2,App17, created extra build flavor for playstore and fdroid , 2019-11-20,3,37,11
3,App17, fix beta script vs git versions , 2019-11-03,1,1,1
4,App17, Allow Clear Text Traffic , 2019-06-20,1,2,1
5,App17, update icon to be adaptive , 2018-11-29,18,16,0
6,App17, fix compilation issues , 2018-11-29,2,2,1
7,App17, inform user when clear text traffic is disallowed , 2018-11-29,3,3,0
8,App17, don't crash if server is null in mDNS response _  ignore instead , 2018-11-29,1,3,1
9,App17, code reformat , 2018-11-29,1,14,7
10,App17, printer name (and other fields) are single line , 2018-11-29,1,24,12
11,App17, remove bogus import , 2018-11-29,1,0,1
12,App17, allow printers with empty columns to be discovered in /printers/ , 2018-11-29,1,1,1
13,App17, Stop the PrinterDiscovery and PrinterStateTracking , 2018-11-20,3,71,10
14,App17, remove .idea from git , 2018-10-15,2,2,1
15,App17, update dependencies , 2018-10-15,2,61,35
16,App17, NullPointerException in updateJobStatus , 2018-09-30,1,15,4
17,App17, MDNS-Filter for CupsPrinter , 2018-09-30,1,7,0
18,App17, added german translation for newly added error messages , 2018-09-27,1,2,0
19,App17, prohibit manual printers that don't pass the URI syntax , 2018-09-27,1,9,3
20,App17, silence malformed mDNS datagram parse errors , 2018-09-27,1,5,1
21,App17, export some error messages to XML resources , 2018-09-27,3,6,4
22,App17, use the URL provided by the printer , 2018-09-27,2,8,3
23,App17, fix broken build with bogus import , 2018-09-27,1,1,1
24,App17, Filter for CUPS-Get-Printers Request , 2018-09-27,2,14,8
25,App17, Filter for CUPS-Get-Printers Request , 2018-09-24,2,35,20
26,App17, Close the FileDescriptor , 2018-09-23,1,8,0
27,App17,  Change polling of printJob , 2018-09-23,1,21,8
28,App17, convert to androidx and kotlinx , 2018-09-20,8,37,60
29,App17, use ParcelFileDescriptor when printing to avoid errors when low memory , 2018-09-20,1,6,7
30,App17, split scan/manual printers in two methods for clarity , 2018-09-20,1,17,7
31,App17, add more logging for mDNS found printers , 2018-09-20,2,8,6
32,App17, don't use lateinit for jobName _  fallback to Unknown if null , 2018-09-20,2,3,3
33,App17, forgot the tag message for RC automatic releases , 2018-09-07,1,1,1
34,App17, tag RC (beta) releases , 2018-09-07,1,2,0
35,App17, fix some IDE/Kotlin warnings , 2018-09-07,1,5,9
36,App17, improve auto-versioning and auto-releasing , 2018-09-07,4,119,3
37,App17, allow text in server IP/hostname field , 2018-09-07,1,1,1
38,App17, don't report malformed URL , 2018-09-07,2,6,10
39,App17, don't report ETIMEDOUT on printer checks , 2018-09-07,1,3,2
40,App17, don't report malformed mDNS replies , 2018-09-07,1,11,6
41,App17, don't report malformed URLs , 2018-09-07,1,5,1
42,App17, don't report socket timeout exceptions , 2018-09-07,1,5,6
43,App17, if CUPS replies with empty media-default _  pick A4 instead of crashing , 2018-09-07,1,5,1
44,App17, don't create bogus URLs with http:/server/printers , 2018-09-07,2,14,4
45,App17, don't report this error anymore , 2018-09-07,1,7,1
46,App17, avoid illegal number of printers researched , 2018-09-07,1,3,0
47,App17, CUPS ipp operations don't use null URLs or ByteBuffer _  so don't ? them , 2018-09-07,9,16,63
48,App17, add Koin DI to replace AsyncTask and the static app context , 2018-09-07,27,271,243
49,App17, remove instance from app class; need to remove static context too , 2018-09-06,3,6,10
50,App17, replace dumb logging class with Timber , 2018-09-06,12,127,220
51,App17, convert the rest of the code to kotlin , 2018-09-06,68,3964,4961
52,App17, convert code base to kotlin , 2018-09-06,47,2326,2586
53,App17, update dependencies , 2018-09-06,5,34,35
54,App17, Fix two typos , 2018-05-26,1,2,2
55,App17, refresh build tools and dependencies , 2018-05-21,5,82,61
56,App17, japanese translation , 2017-05-15,1,54,0
57,App17, Try to parse media-size value if it doesn't match a known size , 2017-05-12,1,23,0
58,App17, removed debug logging in build.gradle , 2017-04-21,1,0,1
